transaction_id,date,department,category,description,transaction_type,amount,currency,status
TXN-606120,2024-01-08,IT,Training,Training related to IT,Expense,11750.88,USD,Completed
TXN-460088,2024-04-25,HR,Professional Services,Professional Services related to HR,Expense,13230.73,USD,Completed
TXN-192997,2025-03-02,Legal,Subscription Revenue,Subscription Revenue related to Legal,Revenue,124578.91,USD,Completed
TXN-989774,2024-03-11,Sales,Cloud Infrastructure,Cloud Infrastructure related to Sales,Expense,4782.95,USD,Completed
TXN-777477,2025-07-06,Operations,Travel,Travel related to Operations,Expense,24811.01,USD,Completed
TXN-509177,2024-08-03,Marketing,Other Revenue,Other Revenue related to Marketing,Revenue,121311.72,EUR,Completed
TXN-849441,2023-01-02,Customer Support,Software,Software related to Customer Support,Expense,42007.40,USD,Completed
TXN-665568,2025-04-11,Marketing,Consulting Revenue,Consulting Revenue related to Marketing,Revenue,"$133,997.45",USD,Completed
TXN-144850,2024-01-07,HR,Service Revenue,Service Revenue related to HR,Revenue,"$46,414.01",USD,Completed
TXN-471319,01/07/2025,IT,Consulting Revenue,Consulting Revenue related to IT,Revenue,126880.40,USD,Completed
TXN-323636,2025-03-19,Procurement,Other Revenue,Other Revenue related to Procurement,Revenue,136625.24,EUR,Completed
TXN-770674,25/10/2024,Administration,Consulting Revenue,Consulting Revenue related to Administration,Revenue,123593.20,GBP,Completed
TXN-226418,2023-03-25,IT,Professional Services,Professional Services related to IT,Expense,36563.70,USD,Completed
TXN-235007,2025-06-14,Administration,Service Revenue,Service Revenue related to Administration,Revenue,41657.90,USD,Completed
TXN-589886,2023-04-14,Marketing,Consulting Revenue,Consulting Revenue related to Marketing,Revenue,128604.39,GBP,Completed
TXN-788178,23/09/2025,Legal,Maintenance,Maintenance related to Legal,Expense,"$20,917.20",USD,Completed
TXN-912477,2023-01-09,Procurement,Procurement,Procurement related to Procurement,Expense,15172.29,USD,Completed
TXN-597386,2025-07-06,Legal,Consulting Revenue,Consulting Revenue related to Legal,Revenue,92871.75,USD,Completed
TXN-918674,2025-01-05,Procurement,Other Revenue,Other Revenue related to Procurement,Revenue,60833.20,USD,Completed
TXN-520592,2024-03-13,Customer Support,Product Sales,Product Sales related to Customer Support,Revenue,"$51,060.34",USD,Completed
TXN-729435,2025-09-18,R&D,Product Sales,Product Sales related to R&D,Revenue,87208.47,USD,Completed
TXN-349018,2023-01-25,Administration,Maintenance,Maintenance related to Administration,Expense,45738.29,USD,Completed
TXN-262348,2024-09-06,R&D,Utilities,Utilities related to R&D,Expense,9508.60,GBP,Completed
TXN-133146,2024-07-23,HR,Service Revenue,Service Revenue related to HR,Revenue,"$12,178.95",USD,Completed
TXN-263872,2024-10-07,Sales,Consulting Revenue,Consulting Revenue related to Sales,Revenue,"$101,780.73",USD,Completed
TXN-925693,02/10/2024,IT,Training,Training related to IT,Expense,"$48,662.31",USD,Completed
TXN-134445,2024-07-21,Sales,Procurement,Procurement related to Sales,Expense,6166.72,USD,Completed
TXN-645103,2024-05-14,HR,Product Sales,Product Sales related to HR,Revenue,14002.79,USD,Completed
TXN-223325,20/09/2025,R&D,Professional Services,Professional Services related to R&D,Expense,11617.90,USD,Completed
TXN-165258,2023-03-11,HR,Software,Software related to HR,Expense,26683.37,USD,Completed
TXN-915069,2023-11-08,Administration,Subscription Revenue,Subscription Revenue related to Administration,Revenue,56064.09,USD,Completed
TXN-482579,2025-05-07,R&D,Cloud Infrastructure,Cloud Infrastructure related to R&D,Expense,44130.23,USD,Completed
TXN-789276,2023-01-24,Logistics,Consulting Revenue,Consulting Revenue related to Logistics,Revenue,14595.63,GBP,Completed
TXN-492773,21/05/2025,R&D,Subscription Revenue,Subscription Revenue related to R&D,Revenue,30604.01,USD,Completed
TXN-455797,2023-11-10,Finance,Office,Office related to Finance,Expense,38837.29,USD,Completed
TXN-591566,09/08/2024,Finance,Procurement,Procurement related to Finance,Expense,28233.34,USD,Completed
TXN-338621,07/01/2025,Logistics,Salaries,Salaries related to Logistics,Expense,16936.58,USD,Completed
TXN-815173,2025-10-23,IT,Office,Office related to IT,Expense,"$26,259.20",USD,Completed
TXN-308754,2024-10-07,Sales,Training,Training related to Sales,Expense,36942.88,USD,Completed
TXN-815354,2025-11-05,IT,Subscription Revenue,Subscription Revenue related to IT,Revenue,22186.35,USD,Completed
TXN-497227,2024-05-19,Operations,Other Revenue,Other Revenue related to Operations,Revenue,142768.10,GBP,Completed
TXN-971658,2024-10-26,Sales,Salaries,Salaries related to Sales,Expense,38160.09,USD,Completed
TXN-252379,2023-04-29,Finance,Software,Software related to Finance,Expense,42016.61,USD,Completed
TXN-423716,2023-03-18,IT,Office,Office related to IT,Expense,3474.11,USD,Completed
TXN-596381,2023-03-15,Administration,Service Revenue,Service Revenue related to Administration,Revenue,149548.95,USD,Completed
TXN-486484,2023-04-17,Administration,Salaries,Salaries related to Administration,Expense,17821.22,USD,Completed
TXN-409090,2025-12-15,Logistics,Professional Services,Professional Services related to Logistics,Expense,45900.58,USD,Completed
TXN-534762,2025-09-05,Marketing,Travel,Travel related to Marketing,Expense,5781.63,USD,Completed
TXN-294479,21/10/2023,HR,Subscription Revenue,Subscription Revenue related to HR,Revenue,60191.00,USD,Completed
TXN-944665,2024-02-15,Finance,Subscription Revenue,Subscription Revenue related to Finance,Revenue,"$121,046.68",USD,Completed
TXN-238457,2025-04-13,HR,Professional Services,Professional Services related to HR,Expense,"$16,478.36",USD,Completed
TXN-795510,2024-02-29,Sales,Service Revenue,Service Revenue related to Sales,Revenue,"$353,527.00",USD,Completed
TXN-736786,2023-04-10,Finance,Other Revenue,Other Revenue related to Finance,Revenue,32758.20,USD,Completed
TXN-154718,2024-09-15,Finance,Product Sales,Product Sales related to Finance,Revenue,128439.97,USD,Completed
TXN-995233,2024-02-16,Marketing,Other Revenue,Other Revenue related to Marketing,Revenue,81268.33,USD,Completed
TXN-960345,2024-11-06,R&D,Service Revenue,Service Revenue related to R&D,Revenue,116819.31,USD,Completed
TXN-803606,2025-11-17,Procurement,Consulting Revenue,Consulting Revenue related to Procurement,Revenue,13879.89,GBP,Completed
TXN-308175,2025-04-17,Logistics,Subscription Revenue,Subscription Revenue related to Logistics,Revenue,93476.67,USD,Completed
TXN-665947,2025-02-20,Procurement,Maintenance,Maintenance related to Procurement,Expense,33401.64,USD,Completed
TXN-671426,31/01/2025,Procurement,Product Sales,Product Sales related to Procurement,Revenue,90651.99,USD,Completed
TXN-254727,2025-12-29,R&D,Product Sales,Product Sales related to R&D,Revenue,130920.13,USD,Completed
TXN-172711,2025-03-25,Sales,Salaries,Salaries related to Sales,Expense,5670.77,USD,Completed
TXN-427702,2025-05-12,Customer Support,Product Sales,Product Sales related to Customer Support,Revenue,7705.03,USD,Completed
TXN-328700,2023-03-22,Sales,Marketing,Marketing related to Sales,Expense,"$43,275.13",USD,Completed
TXN-450886,06/09/2023,HR,Service Revenue,Service Revenue related to HR,Revenue,69164.27,USD,Completed
TXN-997665,2024-10-27,Procurement,Other Revenue,Other Revenue related to Procurement,Revenue,80385.59,USD,Completed
TXN-273291,2023-07-30,HR,Consulting Revenue,Consulting Revenue related to HR,Revenue,81360.98,USD,Completed
TXN-904435,2025-02-04,Marketing,Utilities,Utilities related to Marketing,Expense,5722.35,GBP,Completed
TXN-851553,10/08/2024,Customer Support,Software,Software related to Customer Support,Expense,6657.95,USD,Completed
TXN-382718,2024-04-10,Finance,Consulting Revenue,Consulting Revenue related to Finance,Revenue,57627.78,USD,Completed
TXN-112127,2025-08-21,IT,Service Revenue,Service Revenue related to IT,Revenue,117512.92,USD,Completed
TXN-741185,2025-05-13,R&D,Software,Software related to R&D,Expense,"$11,772.22",USD,Completed
TXN-631785,03/05/2024,R&D,Cloud Infrastructure,Cloud Infrastructure related to R&D,Expense,5924.56,USD,Completed
TXN-270934,2023-03-01,Finance,Software,Software related to Finance,Expense,22688.41,GBP,Completed
TXN-849669,2023-11-29,IT,Marketing,Marketing related to IT,Expense,36170.16,USD,Completed
TXN-974099,24/04/2023,R&D,Marketing,Marketing related to R&D,Expense,"$2,784.17",USD,Completed
TXN-351469,2024-07-24,HR,Office,Office related to HR,Expense,44349.18,USD,Completed
TXN-129446,2023-05-10,Finance,Service Revenue,Service Revenue related to Finance,Revenue,"$48,688.62",USD,Completed
TXN-566258,2024-10-22,Administration,Cloud Infrastructure,Cloud Infrastructure related to Administration,Expense,24785.87,USD,Completed
TXN-861478,2025-03-30,Marketing,Utilities,Utilities related to Marketing,Expense,42628.19,USD,Completed
TXN-746710,2023-04-29,R&D,Office,Office related to R&D,Expense,18252.14,USD,Completed
TXN-558912,2024-09-22,Operations,Marketing,Marketing related to Operations,Expense,"$47,554.24",USD,Completed
TXN-981652,2025-01-18,IT,Utilities,Utilities related to IT,Expense,1480.82,USD,Completed
TXN-916546,2024-12-19,Procurement,Consulting Revenue,Consulting Revenue related to Procurement,Revenue,89897.82,USD,Completed
TXN-957089,2024-04-17,Customer Support,Logistics,Logistics related to Customer Support,Expense,19714.63,USD,Completed
TXN-575963,27/05/2024,Logistics,Consulting Revenue,Consulting Revenue related to Logistics,Revenue,34377.80,USD,Completed
TXN-440513,2023-12-27,R&D,Logistics,Logistics related to R&D,Expense,3446.98,USD,Completed
TXN-909356,2025-10-24,Sales,Consulting Revenue,Consulting Revenue related to Sales,Revenue,122697.31,EUR,Completed
TXN-670647,2024-01-03,Customer Support,Logistics,Logistics related to Customer Support,Expense,41216.58,USD,Completed
TXN-670647,2024-01-03,Customer Support,Logistics,Logistics related to Customer Support,Expense,41216.58,USD,Completed
TXN-662741,2023-11-28,Operations,Product Sales,Product Sales related to Operations,Revenue,194622.48,USD,Completed
TXN-102319,2025-01-06,Sales,Service Revenue,Service Revenue related to Sales,Revenue,84244.63,USD,Completed
TXN-939155,2024-08-24,R&D,Product Sales,Product Sales related to R&D,Revenue,24377.31,USD,Completed
TXN-273459,2024-10-04,Operations,Maintenance,Maintenance related to Operations,Expense,46931.96,USD,Completed
TXN-608729,2023-11-03,Finance,Software,Software related to Finance,Expense,3267.20,USD,Completed
TXN-486543,2024-07-24,Sales,Product Sales,Product Sales related to Sales,Revenue,26531.31,GBP,Completed
TXN-354716,10/10/2025,Finance,Office,Office related to Finance,Expense,37544.70,USD,Completed
TXN-805299,2025-09-05,Customer Support,Training,Training related to Customer Support,Expense,8503.42,USD,Completed
TXN-599513,2023-07-01,Administration,Salaries,Salaries related to Administration,Expense,14409.47,USD,Completed
TXN-884639,25/12/2025,Procurement,Subscription Revenue,Subscription Revenue related to Procurement,Revenue,114792.79,GBP,Completed
TXN-137106,2025-09-12,Legal,Cloud Infrastructure,Cloud Infrastructure related to Legal,Expense,47153.27,USD,Completed
TXN-692271,2025-04-10,R&D,Consulting Revenue,Consulting Revenue related to R&D,Revenue,75936.45,USD,Completed
TXN-882899,2023-02-18,Procurement,Other Revenue,Other Revenue related to Procurement,Revenue,"$20,391.28",USD,Completed
TXN-844020,2024-04-01,Sales,Product Sales,Product Sales related to Sales,Revenue,113752.23,USD,Completed
TXN-792576,09/09/2024,Procurement,Cloud Infrastructure,Cloud Infrastructure related to Procurement,Expense,30905.28,USD,Completed
TXN-170153,2023-11-26,IT,Other Revenue,Other Revenue related to IT,Revenue,55097.72,EUR,Completed
TXN-400615,2024-11-01,Administration,Subscription Revenue,Subscription Revenue related to Administration,Revenue,17348.01,USD,Completed
TXN-141584,09/10/2024,IT,Procurement,Procurement related to IT,Expense,31753.34,USD,Completed
TXN-529296,2024-03-27,Sales,Cloud Infrastructure,Cloud Infrastructure related to Sales,Expense,42708.14,EUR,Completed
TXN-962233,2025-01-22,Logistics,Salaries,Salaries related to Logistics,Expense,11553.40,USD,Completed
TXN-875488,2023-10-30,Procurement,Service Revenue,Service Revenue related to Procurement,Revenue,"$50,788.14",USD,Completed
TXN-954606,2023-09-10,HR,Procurement,Procurement related to HR,Expense,8936.61,EUR,Completed
TXN-891564,2025-09-24,Legal,Maintenance,Maintenance related to Legal,Expense,1914.95,USD,Completed
TXN-483723,2023-05-27,Administration,Utilities,Utilities related to Administration,Expense,"$45,811.68",USD,Completed
TXN-795814,2023-04-10,Finance,Procurement,Procurement related to Finance,Expense,38839.73,USD,Completed
TXN-682171,2024-03-29,IT,Travel,Travel related to IT,Expense,11775.56,USD,Completed
TXN-405581,2025-05-07,Customer Support,Procurement,Procurement related to Customer Support,Expense,"$25,798.79",USD,Completed
TXN-727242,2025-08-14,Procurement,Travel,Travel related to Procurement,Expense,49447.17,USD,Completed
TXN-667403,2025-09-24,Sales,Software,Software related to Sales,Expense,20787.15,EUR,Completed
TXN-875241,2023-04-24,Procurement,Service Revenue,Service Revenue related to Procurement,Revenue,"$42,871.35",USD,Completed
TXN-797989,2025-08-02,HR,Subscription Revenue,Subscription Revenue related to HR,Revenue,39958.01,EUR,Completed
TXN-762188,03/12/2023,Procurement,Utilities,Utilities related to Procurement,Expense,13164.57,EUR,Completed
TXN-470661,05/10/2024,Procurement,Service Revenue,Service Revenue related to Procurement,Revenue,95633.06,USD,Completed
TXN-852328,2023-06-01,Sales,Utilities,Utilities related to Sales,Expense,33964.86,USD,Completed
TXN-220170,27/10/2023,Procurement,Other Revenue,Other Revenue related to Procurement,Revenue,220533.97,USD,Completed
TXN-421040,30/03/2023,R&D,Consulting Revenue,Consulting Revenue related to R&D,Revenue,29159.33,EUR,Completed
TXN-766306,2023-07-30,Administration,Professional Services,Professional Services related to Administration,Expense,12960.30,USD,Completed
TXN-937628,2023-07-01,Logistics,Training,Training related to Logistics,Expense,43853.72,USD,Completed
TXN-463417,2023-11-29,Finance,Office,Office related to Finance,Expense,19196.06,GBP,Completed
TXN-697103,2024-09-03,HR,Travel,Travel related to HR,Expense,12340.61,USD,Completed
TXN-665239,2025-12-24,Legal,Travel,Travel related to Legal,Expense,25664.78,USD,Completed
TXN-713890,2023-08-08,Operations,Consulting Revenue,Consulting Revenue related to Operations,Revenue,"$115,819.26",USD,Completed
TXN-535195,21/02/2023,Customer Support,Product Sales,Product Sales related to Customer Support,Revenue,20090.45,EUR,Completed
TXN-117367,2023-03-31,R&D,Service Revenue,Service Revenue related to R&D,Revenue,145873.06,USD,Completed
TXN-769793,2023-10-28,Finance,Salaries,Salaries related to Finance,Expense,8898.35,GBP,Completed
TXN-992327,2023-12-05,Logistics,Consulting Revenue,Consulting Revenue related to Logistics,Revenue,106748.76,USD,Completed
TXN-179899,2024-04-06,Sales,Procurement,Procurement related to Sales,Expense,19751.06,USD,Completed
TXN-627574,2025-04-08,Procurement,Other Revenue,Other Revenue related to Procurement,Revenue,10095.84,USD,Completed
TXN-625878,2024-09-20,Sales,Subscription Revenue,Subscription Revenue related to Sales,Revenue,116331.41,USD,Completed
TXN-667083,2023-01-24,Finance,Service Revenue,Service Revenue related to Finance,Revenue,15852.80,USD,Completed
TXN-203016,2025-06-11,Customer Support,Product Sales,Product Sales related to Customer Support,Revenue,97863.28,USD,Completed
TXN-593182,2025-02-15,Operations,Travel,Travel related to Operations,Expense,17823.12,USD,Completed
TXN-960500,07/07/2024,Sales,Utilities,Utilities related to Sales,Expense,43086.37,USD,Completed
TXN-301745,2025-07-19,Marketing,Consulting Revenue,Consulting Revenue related to Marketing,Revenue,18213.86,USD,Completed
TXN-412642,2025-09-01,Administration,Training,Training related to Administration,Expense,24670.98,USD,Completed
TXN-486611,2023-07-13,R&D,Professional Services,Professional Services related to R&D,Expense,"$6,278.47",USD,Completed
TXN-877308,16/02/2024,Marketing,Salaries,Salaries related to Marketing,Expense,14427.73,GBP,Completed
TXN-441925,2023-08-21,Finance,Cloud Infrastructure,Cloud Infrastructure related to Finance,Expense,47815.79,USD,Completed
TXN-368217,2024-06-20,Finance,Office,Office related to Finance,Expense,2504.10,USD,Completed
TXN-772528,24/01/2025,Procurement,Consulting Revenue,Consulting Revenue related to Procurement,Revenue,128947.61,USD,Completed
TXN-502968,2023-07-08,Legal,Other Revenue,Other Revenue related to Legal,Revenue,61345.15,USD,Completed
TXN-274286,2024-02-20,Administration,Product Sales,Product Sales related to Administration,Revenue,122581.62,USD,Completed
TXN-970286,2023-08-14,Sales,Consulting Revenue,Consulting Revenue related to Sales,Revenue,130452.30,USD,Completed
TXN-606110,2025-06-04,Sales,Training,Training related to Sales,Expense,36852.63,USD,Completed
TXN-130184,2023-08-04,Administration,Product Sales,Product Sales related to Administration,Revenue,114259.62,USD,Completed
TXN-603025,2023-04-10,Logistics,Product Sales,Product Sales related to Logistics,Revenue,"$50,153.00",USD,Completed
TXN-696820,2023-05-22,Marketing,Subscription Revenue,Subscription Revenue related to Marketing,Revenue,62868.43,USD,Completed
TXN-991935,2024-10-10,Procurement,Product Sales,Product Sales related to Procurement,Revenue,41090.76,GBP,Completed
TXN-727230,2023-12-24,IT,Maintenance,Maintenance related to IT,Expense,"$6,185.53",USD,Completed
TXN-208034,2024-05-03,Logistics,Consulting Revenue,Consulting Revenue related to Logistics,Revenue,48770.45,USD,Completed
TXN-226307,2024-10-31,Sales,Subscription Revenue,Subscription Revenue related to Sales,Revenue,17824.07,USD,Completed
TXN-619319,2024-03-02,IT,Other Revenue,Other Revenue related to IT,Revenue,533679.74,USD,Completed
TXN-597899,2024-03-04,Logistics,Other Revenue,Other Revenue related to Logistics,Revenue,"$129,367.49",USD,Completed
TXN-149926,2025-10-30,Administration,Marketing,Marketing related to Administration,Expense,19770.43,USD,Completed
TXN-664184,2025-06-13,Logistics,Travel,Travel related to Logistics,Expense,49868.13,USD,Completed
TXN-420467,2024-07-09,Finance,Utilities,Utilities related to Finance,Expense,2817.23,EUR,Completed
TXN-977678,2024-05-20,Customer Support,Consulting Revenue,Consulting Revenue related to Customer Support,Revenue,"$129,524.03",USD,Completed
TXN-812312,2024-08-01,Customer Support,Procurement,Procurement related to Customer Support,Expense,49730.34,USD,Completed
TXN-119009,17/12/2024,Marketing,Maintenance,Maintenance related to Marketing,Expense,45957.78,EUR,Completed
TXN-654380,2023-03-10,Sales,Service Revenue,Service Revenue related to Sales,Revenue,121294.59,EUR,Completed
TXN-396484,2024-03-21,HR,Professional Services,Professional Services related to HR,Expense,33268.08,USD,Completed
TXN-145755,2023-08-09,Procurement,Consulting Revenue,Consulting Revenue related to Procurement,Revenue,17229.04,USD,Completed
TXN-348189,2024-07-23,Administration,Maintenance,Maintenance related to Administration,Expense,"$49,348.14",USD,Completed
TXN-871831,2023-05-18,Operations,Subscription Revenue,Subscription Revenue related to Operations,Revenue,"$98,131.99",USD,Completed
TXN-682483,06/07/2025,Procurement,Software,Software related to Procurement,Expense,26829.58,USD,Completed
TXN-537067,31/08/2025,Customer Support,Cloud Infrastructure,Cloud Infrastructure related to Customer Support,Expense,1021.61,USD,Completed
TXN-511601,2023-09-16,Marketing,Professional Services,Professional Services related to Marketing,Expense,45751.47,USD,Completed
TXN-201894,2024-08-03,Procurement,Travel,Travel related to Procurement,Expense,"$13,499.15",USD,Completed
TXN-357248,2024-07-19,Operations,Logistics,Logistics related to Operations,Expense,28900.88,USD,Completed
TXN-613839,2024-05-05,Procurement,Product Sales,Product Sales related to Procurement,Revenue,24525.96,USD,Completed
TXN-843176,2023-11-04,R&D,Logistics,Logistics related to R&D,Expense,20601.89,USD,Completed
TXN-787766,2025-09-20,Procurement,Consulting Revenue,Consulting Revenue related to Procurement,Revenue,116372.67,GBP,Completed
TXN-574622,2024-10-11,Legal,Product Sales,Product Sales related to Legal,Revenue,104311.32,USD,Completed
TXN-974424,2023-02-25,HR,Salaries,Salaries related to HR,Expense,15096.24,USD,Completed
TXN-628451,2023-10-04,IT,Training,Training related to IT,Expense,3640.31,USD,Completed
TXN-987138,15/05/2023,Legal,Consulting Revenue,Consulting Revenue related to Legal,Revenue,111259.28,USD,Completed
TXN-343757,28/06/2025,IT,Training,Training related to IT,Expense,5830.56,USD,Completed
TXN-537101,2023-08-06,Legal,Cloud Infrastructure,Cloud Infrastructure related to Legal,Expense,"$43,608.81",USD,Completed
TXN-281293,08/09/2024,Finance,Salaries,Salaries related to Finance,Expense,16347.22,EUR,Completed
TXN-573617,2024-11-03,Finance,Product Sales,Product Sales related to Finance,Revenue,86427.72,USD,Completed
TXN-327857,2025-01-05,Customer Support,Software,Software related to Customer Support,Expense,30924.49,USD,Completed
TXN-945248,2023-09-21,Administration,Subscription Revenue,Subscription Revenue related to Administration,Revenue,14230.84,USD,Completed
TXN-945248,2023-09-21,Administration,Subscription Revenue,Subscription Revenue related to Administration,Revenue,14230.84,USD,Completed
TXN-896140,2024-03-25,IT,Consulting Revenue,Consulting Revenue related to IT,Revenue,143128.71,USD,Completed
TXN-331094,2023-11-04,Marketing,Subscription Revenue,Subscription Revenue related to Marketing,Revenue,30724.68,USD,Completed
TXN-653342,09/06/2024,R&D,Subscription Revenue,Subscription Revenue related to R&D,Revenue,7264.83,USD,Completed
TXN-481924,2023-07-15,Customer Support,Service Revenue,Service Revenue related to Customer Support,Revenue,113854.33,USD,Completed
TXN-129576,2024-10-01,Administration,Other Revenue,Other Revenue related to Administration,Revenue,11460.92,GBP,Completed
TXN-671225,2024-02-19,Customer Support,Travel,Travel related to Customer Support,Expense,36040.19,USD,Completed
TXN-614716,2024-02-27,Administration,Other Revenue,Other Revenue related to Administration,Revenue,98644.40,EUR,Completed
TXN-394435,2023-08-03,Marketing,Subscription Revenue,Subscription Revenue related to Marketing,Revenue,70663.41,GBP,Completed
TXN-279695,2025-07-14,Sales,Procurement,Procurement related to Sales,Expense,35475.53,USD,Completed
TXN-995793,2023-07-25,Procurement,Procurement,Procurement related to Procurement,Expense,12556.42,GBP,Completed
TXN-952084,31/10/2025,Procurement,Subscription Revenue,Subscription Revenue related to Procurement,Revenue,22993.35,USD,Completed
